Statement,Link,Date,Source,Label,category
"Speaking of the federal debt before the coronavirus pandemic, “we were starting to get that number down.”",https://www.politifact.com/factchecks/2020/oct/19/donald-trump/trump-falsely-says-federal-debt-was-going-down-pan/,"ober 19, 2020",Donald Trump,FALSE,fake
“WHO now says your child’s presence in school counts as ‘informed consent’ for vaccination - parental presence not required.”,https://www.politifact.com/factchecks/2020/oct/19/facebook-posts/childs-presence-school-doesnt-automatically-enroll/,"ober 19, 2020",Facebook posts,FALSE,fake
"Says Joe Biden said, “I lived in Section 8 housing as a little boy.”",https://www.politifact.com/factchecks/2020/oct/19/facebook-posts/no-biden-didnt-say-he-lived-section-8-housing-boy/,"ober 19, 2020",Facebook posts,FALSE,fake
A photo shows a massive crowd at a recent Florida rally for Donald Trump.,https://www.politifact.com/factchecks/2020/oct/18/facebook-posts/photo-doesnt-show-trump-rally-florida-it-was-music/,"ober 18, 2020",Facebook posts,FALSE,fake
Says Nancy Pelosi was photographed with the Manson Family.,https://www.politifact.com/factchecks/2020/oct/18/facebook-posts/no-nancy-pelosi-was-not-photographed-charles-manso/,"ober 18, 2020",Facebook posts,pants-fire,fake
Says he “fully funded Missouri K-12 education for the first time in state history.”,https://www.politifact.com/factchecks/2020/oct/16/caleb-rowden/rowden-did-not-fully-fund-k-12-education-first-tim/,"ober 16, 2020",Caleb Rowden,FALSE,fake
"Says Kanye West got 40,000 votes in the presidential election in Kentucky.",https://www.politifact.com/factchecks/2020/oct/16/instagram-posts/kanye-west-wing-no-those-kentucky-election-tallies/,"ober 16, 2020",Instagram posts,FALSE,fake
“Jaime Harrison is being left off of South Carolina ballots”,https://www.politifact.com/factchecks/2020/oct/16/facebook-posts/no-proof-jaime-harrison-was-left-touch-screen-mach/,"ober 16, 2020",Facebook posts,FALSE,fake
"""We're No. 46 out of 50 states... we're 46th in terms of percentage of deaths in nursing homes.""",https://www.politifact.com/factchecks/2020/oct/16/andrew-cuomo/cuomos-claim-nursing-home-deaths-not-whole-story/,"ober 16, 2020",Andrew Cuomo,barely-true,fake
Says Joe Biden calls Donald Trump’s supporters the dregs of society.,https://www.politifact.com/factchecks/2020/oct/16/viral-image/no-biden-didnt-call-trump-supporters-dregs-society/,"ober 16, 2020",Viral image,FALSE,fake
Says Joe Biden’s “capital gains tax means that when you sell your home you’ll owe taxes of 40% of your profit!”,https://www.politifact.com/factchecks/2020/oct/16/facebook-posts/bidens-tax-plan-would-not-impose-40-capital-gains-/,"ober 16, 2020",Facebook posts,barely-true,fake
"CNN reported, “Due to COVID-19, President Donald Trump passes away at 74.”",https://www.politifact.com/factchecks/2020/oct/16/viral-image/no-donald-trump-didnt-die-covid-19/,"ober 16, 2020",Viral image,pants-fire,fake
“Hoadley called women ‘breeders.’... wanted to learn about crystal meth and wrote that his sexual partners were his victims. Hoadley even wrote about a four year-old wearing a thong.”,https://www.politifact.com/factchecks/2020/oct/16/congressional-leadership-fund/republican-super-pac-misleads-hoadleys-blog-posts-/,"ober 16, 2020",Congressional Leadership Fund,barely-true,fake
"Changes to DACA during his administration are ""because of the pandemic.""",https://www.politifact.com/factchecks/2020/oct/16/donald-trump/donald-trumps-false-claim-daca-changes-because-pan/,"ober 15, 2020",Donald Trump,FALSE,fake
"""They eliminated the funding for community policing.""",https://www.politifact.com/factchecks/2020/oct/16/joe-biden/joe-biden-wrong-say-cops-funding-has-been-eliminat/,"ober 15, 2020",Joe Biden,FALSE,fake
"According to a recent CDC report, ""almost everyone — 85% — who got the coronavirus in July was wearing a mask, and they were infected anyway. So clearly (wearing a mask) doesn’t work the way they tell us it works.”",https://www.politifact.com/factchecks/2020/oct/15/tucker-carlson/tucker-carlson-distorts-new-cdc-report-makes-false/,"ober 15, 2020",Tucker Carlson,FALSE,fake
“The World Health Organization just admitted that I was right. Lockdowns are killing countries all over the world. The cure cannot be worse than the problem itself.”,https://www.politifact.com/factchecks/2020/oct/15/donald-trump/who-didnt-change-its-stance-lockdowns-didnt-admit-/,"ober 15, 2020",Donald Trump,FALSE,fake
“BREAKING NEWS: All Charges Dropped for Kyle Rittenhouse.”,https://www.politifact.com/factchecks/2020/oct/15/facebook-posts/no-its-not-true-all-charges-have-been-dropped-agai/,"ober 15, 2020",Facebook posts,FALSE,fake
A fly landed on Amy Coney Barrett’s shoulder during day one of the confirmation hearings,https://www.politifact.com/factchecks/2020/oct/15/viral-image/no-fly-didnt-land-amy-coney-barretts-shoulder-duri/,"ober 15, 2020",Viral image,FALSE,fake
Says Joe Biden is a socialist.,https://www.politifact.com/factchecks/2020/oct/15/donald-trump/trumps-false-claim-biden-socialist/,"ober 15, 2020",Donald Trump,FALSE,fake
"In May, Wisconsin had its own test of mask effectiveness, when ""we went from masks, to no masks, and there (was) no significant difference in cases.""",https://www.politifact.com/factchecks/2020/oct/15/chris-kapanga/claim-there-was-mask-requirement-wisconsin-may-not/,"ober 15, 2020",Chris Kapenga,FALSE,fake
"Says Joe Biden and Barack Obama “directly participated in a plot to have #SealTeam6 MURDERED, then arranged a massive cash deal as part of a cover up.”",https://www.politifact.com/factchecks/2020/oct/14/tweets/trump-retweets-benghazi-conspiracy-theory-falsely-/,"ober 14, 2020",Tweets,pants-fire,fake
Says Democratic senators were missing “masks” as they huddled close together at the Judiciary Committee hearing for Amy Coney Barrett.,https://www.politifact.com/factchecks/2020/oct/14/john-cornyn/photo-democratic-senators-huddling-without-masks-2/,"ober 14, 2020",John Cornyn,FALSE,fake
“We’re putting our great coal miners back to work.”,https://www.politifact.com/factchecks/2020/oct/14/donald-trump/fact-checking-trumps-claim-pa-hes-putting-our-grea/,"ober 14, 2020",Donald Trump,barely-true,fake
"Says Nicole Galloway's campaign “is being bankrolled by the same extremists who want to defund our police.""",https://www.politifact.com/factchecks/2020/oct/14/uniting-missouri-pac/checking-ads-say-galloways-campaign-being-funded-g/,"ober 14, 2020",Uniting Missouri PAC,FALSE,fake
"Says Doug Jones ""has voted to spend our tax dollars on late-term abortions"" and ""supports abortion up until birth.""",https://www.politifact.com/factchecks/2020/oct/14/tommy-tuberville/tommy-tuberville-wrong-twice-attack-alabama-sen-do/,"ober 14, 2020",Tommy Tuberville,FALSE,fake
"Says Joe Biden said, “You know, we have to come together. That’s why I’m running. I’m running as a proud Democrat for the Senate. So vote! Vote!”",https://www.politifact.com/factchecks/2020/oct/14/facebook-posts/facebook-video-edits-joe-bidens-comments-running-s/,"ober 14, 2020",Facebook posts,barely-true,fake
"No one under 20 has died of COVID-19, and ""it has not actually been determined yet"" that anyone under 20 can spread it to an older person",https://www.politifact.com/factchecks/2020/oct/14/van-wanggaard/wisconsin-senator-base-claim-its-unknown-whether-y/,"ober 14, 2020",Van Wanggaard,barely-true,fake
"“Your ballot could be disqualified if it is written on” in Haltom City, Tex.",https://www.politifact.com/factchecks/2020/oct/13/viral-image/dont-worry-about-texas-poll-workers-writing-your-b/,"ober 13, 2020",Viral image,FALSE,fake
Says Amy Coney Barrett said that breastfeeding babies is child molestation.,https://www.politifact.com/factchecks/2020/oct/13/facebook-posts/no-amy-coney-barrett-didnt-say-about-breastfeeding/,"ober 13, 2020",Facebook posts,pants-fire,fake
"""Biden's plan is a 14% tax hike on middle class families.""",https://www.politifact.com/factchecks/2020/oct/13/donald-trump/donald-trump-ad-accuses-joe-biden-phantom-14-tax-h/,"ober 13, 2020",Donald Trump,FALSE,fake
"“The reality is when you look at the Biden plan, it reads an awful lot like what President Trump and I and our task force have been doing every step of the way.”",https://www.politifact.com/factchecks/2020/oct/13/mike-pence/pence-said-biden-copied-trumps-pandemic-response-p/,"ober 13, 2020",Mike Pence,pants-fire,fake
"Says Donald Trump said he nominated Amy Coney Barrett to the Supreme Court because she “is much, much better looking than the women we have had.”",https://www.politifact.com/factchecks/2020/oct/13/viral-image/no-trump-didnt-say-he-nominated-amy-coney-barrett-/,"ober 13, 2020",Viral image,pants-fire,fake
“CDC just cancelled Halloween for kids.”,https://www.politifact.com/factchecks/2020/oct/13/viral-image/cdc-hasnt-canceled-halloween-it-has-advice-how-cel/,"ober 13, 2020",Viral image,FALSE,fake
Says Joe Biden took a knee during the national anthem.,https://www.politifact.com/factchecks/2020/oct/13/facebook-posts/no-joe-biden-didnt-take-knee-during-national-anthe/,"ober 13, 2020",Facebook posts,FALSE,fake
"A CDC report found that “people who wear masks, are actually ‘collecting’ the virus in their masks.”",https://www.politifact.com/factchecks/2020/oct/13/facebook-posts/masks-dont-collect-coronavirus/,"ober 13, 2020",Facebook posts,pants-fire,fake
Says Joe Biden called for a jihad in a video.,https://www.politifact.com/factchecks/2020/oct/13/gateway-pundit/no-us-government-didnt-promote-video-joe-biden-cal/,"ober 13, 2020",The Gateway Pundit,FALSE,fake
“Jeffrey Epstein found living in New Mexico!”,https://www.politifact.com/factchecks/2020/oct/13/facebook-posts/no-epstein-isnt-hiding-out-new-mexico/,"ober 13, 2020",Facebook posts,pants-fire,fake
"Senate Republicans' move to confirm Judge Amy Coney Barrett to the Supreme Court in an election year is ""not constitutional.""",https://www.politifact.com/factchecks/2020/oct/13/joe-biden/fact-check-bidens-misleading-claim-senate-gops-sup/,"ober 13, 2020",Joe Biden,FALSE,fake
"Says Kamala Harris said, “American churches are PROPAGANDA CENTERS for intolerant homophobic, xenophobic vitriol.""",https://www.politifact.com/factchecks/2020/oct/13/facebook-posts/no-kamala-harris-didnt-say-about-churches/,"ober 13, 2020",Facebook posts,FALSE,fake
“Kamala Harris Tried to Put Pro-Lifers in Jail Who Exposed Planned Parenthood Selling Baby Parts”,https://www.politifact.com/factchecks/2020/oct/13/facebook-posts/social-media-posts-push-false-claims-about-kamala-/,"ober 13, 2020",Facebook posts,FALSE,fake
“ABC News has confirmed that attendees to Trump WH Rally were paid. $150. ea and had to sign an NDA.”,https://www.politifact.com/factchecks/2020/oct/12/facebook-posts/social-media-posts-misconstrue-abc-news-story-abou/,"ober 12, 2020",Facebook posts,FALSE,fake
No one showed up for this Joe Biden and Kamala Harris joint campaign event in Arizona.,https://www.politifact.com/factchecks/2020/oct/12/facebook-posts/biden-harris-arizona-event-had-no-fanfare-because-/,"ober 12, 2020",Facebook posts,barely-true,fake
"Says “Lucy McBath voted to release criminals from prison. Murderers, rapists.”",https://www.politifact.com/factchecks/2020/oct/12/national-republican-congressional-committee/lucy-mcbath-didnt-vote-release-murderers-rapists-p/,"ober 12, 2020",National Republican Congressional Committee,FALSE,fake
Video from 2019 shows Kamala Harris “caught in a major lie” about fracking during the 2020 vice presidential debate.,https://www.politifact.com/factchecks/2020/oct/12/blog-posting/no-video-harris-2019-doesnt-prove-she-lied-about-f/,"ober 12, 2020",Bloggers,barely-true,fake
"Says Kamala Harris said, “The American people aren’t equipped to make these decisions for themselves.”",https://www.politifact.com/factchecks/2020/oct/12/viral-image/no-harris-didnt-say-americans-arent-equipped-make-/,"ober 12, 2020",Viral image,FALSE,fake
"During the debate, Kamala Harris said, “that’s a great segway to the next question,” suggesting she knew the next question.",https://www.politifact.com/factchecks/2020/oct/12/facebook-posts/facebook-post-misattributes-debate-remarks-kamala-/,"ober 12, 2020",Facebook posts,barely-true,fake
Image shows Nancy Pelosi drunk and being kissed by President Barack Obama.,https://www.politifact.com/factchecks/2020/oct/12/facebook-posts/no-photo-does-not-show-nancy-pelosi-inebriated-eit/,"ober 12, 2020",Facebook posts,FALSE,fake
"Says Dr. Anthony Fauci said of Trump’s pandemic response, “I can’t imagine that … anybody could be doing more.”",https://www.politifact.com/factchecks/2020/oct/11/donald-trump/trump-ad-takes-fauci-out-context/,"ober 11, 2020",Donald Trump,barely-true,fake
Says U.S. Rep. Lauren Underwood described riots as “beautiful protests.”,https://www.politifact.com/factchecks/2020/oct/11/jim-oberweis/no-underwood-did-not-call-riots-beautiful/,"ober 11, 2020",Jim Oberweis,FALSE,fake
"""If Biden becomes president and cannot complete his term, Harris will become president, and Pelosi will become vice president.""",https://www.politifact.com/factchecks/2020/oct/11/facebook-posts/if-president-biden-left-office-nancy-pelosi-would-/,"ober 10, 2020",Facebook posts,FALSE,fake
"Says Thom Tillis voted “against a pay raise for a military, while voting for a pay raise for himself.”",https://www.politifact.com/factchecks/2020/oct/10/votevetsorg/no-tillis-didnt-oppose-military-raises-or-boost-hi/,"tober 9, 2020",VoteVets.org,barely-true,fake
"During the debate, Kamala Harris said President Donald Trump “did not appoint minorities to the courts.”",https://www.politifact.com/factchecks/2020/oct/09/republican-party-florida/florida-gop-twists-debate-remarks-harris-trump-and/,"tober 9, 2020",Republican Party of Florida,FALSE,fake
The Commission on Presidential Debates wrote a letter after the 2016 presidential debates apologizing to Donald Trump.,https://www.politifact.com/factchecks/2020/oct/09/donald-trump/trump-makes-unfounded-claim-2016-debate-commission/,"tober 9, 2020",Donald Trump,FALSE,fake
Twitter removed this tweet from Donald Trump: “My blood IS the vaccine!!!!!”,https://www.politifact.com/factchecks/2020/oct/09/viral-image/no-trump-didnt-tweet-his-blood-vaccine/,"tober 9, 2020",Viral image,pants-fire,fake
